source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[disease]	characteristics[biological replicate]	assay name	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]
MSV000085836-Sample-178	Homo sapiens	Stomach	not available	SNU-1	not available	1	run 288	d01034_Prot_20_12.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01034_Prot_20_12.raw	1	12	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	SNU-1
MSV000085836-Sample-179	Homo sapiens	Large Intestine	not available	SW948	not available	1	run 288	d01034_Prot_20_12.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01034_Prot_20_12.raw	1	12	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	SW948
MSV000085836-Sample-180	Homo sapiens	Kidney	not available	OS-RC-2	not available	1	run 288	d01034_Prot_20_12.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01034_Prot_20_12.raw	1	12	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	OS-RC-2
MSV000085836-Sample-181	Homo sapiens	Lung	not available	COR-L88	not available	1	run 289	d01039_Prot_21_01.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01039_Prot_21_01.raw	1	1	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	COR-L88
MSV000085836-Sample-182	Homo sapiens	Lung	not available	HCC44	not available	1	run 289	d01039_Prot_21_01.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01039_Prot_21_01.raw	1	1	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	HCC44
MSV000085836-Sample-183	Homo sapiens	Breast	not available	HCC2218	not available	1	run 289	d01039_Prot_21_01.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01039_Prot_21_01.raw	1	1	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	HCC2218
MSV000085836-Sample-184	Homo sapiens	Lung	not available	NCI-H2172	not available	1	run 289	d01039_Prot_21_01.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01039_Prot_21_01.raw	1	1	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	NCI-H2172
MSV000085836-Sample-185	Homo sapiens	Upper Aerodigestive Tract	not available	HSC4	not available	1	run 289	d01039_Prot_21_01.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01039_Prot_21_01.raw	1	1	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	HSC4
MSV000085836-Sample-186	Homo sapiens	Oesophagus	not available	TE11	not available	1	run 289	d01039_Prot_21_01.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01039_Prot_21_01.raw	1	1	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	TE11
MSV000085836-Sample-187	Homo sapiens	Urinary Tract	not available	TCCSUP	not available	1	run 289	d01039_Prot_21_01.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01039_Prot_21_01.raw	1	1	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	TCCSUP
MSV000085836-Sample-188	Homo sapiens	Prostate	not available	VCaP	not available	1	run 289	d01039_Prot_21_01.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01039_Prot_21_01.raw	1	1	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	VCaP
MSV000085836-Sample-189	Homo sapiens	Skin	not available	UACC-62	not available	1	run 289	d01039_Prot_21_01.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01039_Prot_21_01.raw	1	1	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	UACC-62
MSV000085836-Sample-181	Homo sapiens	Lung	not available	COR-L88	not available	1	run 290	d01040_Prot_21_02.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01040_Prot_21_02.raw	1	2	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	COR-L88
MSV000085836-Sample-182	Homo sapiens	Lung	not available	HCC44	not available	1	run 290	d01040_Prot_21_02.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01040_Prot_21_02.raw	1	2	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	HCC44
MSV000085836-Sample-183	Homo sapiens	Breast	not available	HCC2218	not available	1	run 290	d01040_Prot_21_02.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01040_Prot_21_02.raw	1	2	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	HCC2218
MSV000085836-Sample-184	Homo sapiens	Lung	not available	NCI-H2172	not available	1	run 290	d01040_Prot_21_02.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01040_Prot_21_02.raw	1	2	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	NCI-H2172
MSV000085836-Sample-185	Homo sapiens	Upper Aerodigestive Tract	not available	HSC4	not available	1	run 290	d01040_Prot_21_02.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01040_Prot_21_02.raw	1	2	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	HSC4
MSV000085836-Sample-186	Homo sapiens	Oesophagus	not available	TE11	not available	1	run 290	d01040_Prot_21_02.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01040_Prot_21_02.raw	1	2	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	TE11
MSV000085836-Sample-187	Homo sapiens	Urinary Tract	not available	TCCSUP	not available	1	run 290	d01040_Prot_21_02.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01040_Prot_21_02.raw	1	2	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	TCCSUP
MSV000085836-Sample-188	Homo sapiens	Prostate	not available	VCaP	not available	1	run 290	d01040_Prot_21_02.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01040_Prot_21_02.raw	1	2	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	VCaP
MSV000085836-Sample-189	Homo sapiens	Skin	not available	UACC-62	not available	1	run 290	d01040_Prot_21_02.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01040_Prot_21_02.raw	1	2	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	UACC-62
MSV000085836-Sample-181	Homo sapiens	Lung	not available	COR-L88	not available	1	run 291	d01041_Prot_21_03.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01041_Prot_21_03.raw	1	3	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	COR-L88
MSV000085836-Sample-182	Homo sapiens	Lung	not available	HCC44	not available	1	run 291	d01041_Prot_21_03.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01041_Prot_21_03.raw	1	3	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	HCC44
MSV000085836-Sample-183	Homo sapiens	Breast	not available	HCC2218	not available	1	run 291	d01041_Prot_21_03.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01041_Prot_21_03.raw	1	3	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	HCC2218
MSV000085836-Sample-184	Homo sapiens	Lung	not available	NCI-H2172	not available	1	run 291	d01041_Prot_21_03.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01041_Prot_21_03.raw	1	3	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	NCI-H2172
MSV000085836-Sample-185	Homo sapiens	Upper Aerodigestive Tract	not available	HSC4	not available	1	run 291	d01041_Prot_21_03.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01041_Prot_21_03.raw	1	3	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	HSC4
MSV000085836-Sample-186	Homo sapiens	Oesophagus	not available	TE11	not available	1	run 291	d01041_Prot_21_03.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01041_Prot_21_03.raw	1	3	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	TE11
MSV000085836-Sample-187	Homo sapiens	Urinary Tract	not available	TCCSUP	not available	1	run 291	d01041_Prot_21_03.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01041_Prot_21_03.raw	1	3	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	TCCSUP
MSV000085836-Sample-188	Homo sapiens	Prostate	not available	VCaP	not available	1	run 291	d01041_Prot_21_03.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01041_Prot_21_03.raw	1	3	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	VCaP
MSV000085836-Sample-189	Homo sapiens	Skin	not available	UACC-62	not available	1	run 291	d01041_Prot_21_03.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01041_Prot_21_03.raw	1	3	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	UACC-62
MSV000085836-Sample-181	Homo sapiens	Lung	not available	COR-L88	not available	1	run 292	d01042_Prot_21_04.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01042_Prot_21_04.raw	1	4	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	COR-L88
MSV000085836-Sample-182	Homo sapiens	Lung	not available	HCC44	not available	1	run 292	d01042_Prot_21_04.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01042_Prot_21_04.raw	1	4	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	HCC44
MSV000085836-Sample-183	Homo sapiens	Breast	not available	HCC2218	not available	1	run 292	d01042_Prot_21_04.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01042_Prot_21_04.raw	1	4	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	HCC2218
MSV000085836-Sample-184	Homo sapiens	Lung	not available	NCI-H2172	not available	1	run 292	d01042_Prot_21_04.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01042_Prot_21_04.raw	1	4	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	NCI-H2172
MSV000085836-Sample-185	Homo sapiens	Upper Aerodigestive Tract	not available	HSC4	not available	1	run 292	d01042_Prot_21_04.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01042_Prot_21_04.raw	1	4	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	HSC4
MSV000085836-Sample-186	Homo sapiens	Oesophagus	not available	TE11	not available	1	run 292	d01042_Prot_21_04.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01042_Prot_21_04.raw	1	4	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	TE11
MSV000085836-Sample-187	Homo sapiens	Urinary Tract	not available	TCCSUP	not available	1	run 292	d01042_Prot_21_04.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01042_Prot_21_04.raw	1	4	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	TCCSUP
MSV000085836-Sample-188	Homo sapiens	Prostate	not available	VCaP	not available	1	run 292	d01042_Prot_21_04.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01042_Prot_21_04.raw	1	4	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	VCaP
MSV000085836-Sample-189	Homo sapiens	Skin	not available	UACC-62	not available	1	run 292	d01042_Prot_21_04.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01042_Prot_21_04.raw	1	4	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	UACC-62
