source name	characteristics[organism]	characteristics[organism part]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[depletion]	comment[biological replicate]	characteristics[sampling time]	assay name	Technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[MS2 mass analyzer]	comment[instrument]	comment[modification parameter]	comment[modification parameter]	comment[modification parameter]	comment[modification parameter]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	value[organism part]		
PXD004352-Sample-218	Homo sapiens	Blood	1	Erythrocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	Erythrocyte_01 (steady-state)	proteomic profiling by mass spectrometry	Erythrocyte_01 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004569Erythrocyte_01 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-219	Homo sapiens	Blood	1	Erythrocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	Erythrocyte_02 (steady-state)	proteomic profiling by mass spectrometry	Erythrocyte_02 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004570Erythrocyte_02 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-220	Homo sapiens	Blood	1	Erythrocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	Erythrocyte_03 (steady-state)	proteomic profiling by mass spectrometry	Erythrocyte_03 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004571Erythrocyte_03 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-221	Homo sapiens	Blood	1	Erythrocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	Erythrocyte_04 (steady-state)	proteomic profiling by mass spectrometry	Erythrocyte_04 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004572Erythrocyte_04 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-315	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	MO.classical_01 (activated)	proteomic profiling by mass spectrometry	MO.classical_01 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004666MO.classical_01 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-316	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	MO.classical_01 (steady-state)	proteomic profiling by mass spectrometry	MO.classical_01 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004667MO.classical_01 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-317	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	MO.classical_02 (activated)	proteomic profiling by mass spectrometry	MO.classical_02 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004668MO.classical_02 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-318	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	MO.classical_02 (steady-state)	proteomic profiling by mass spectrometry	MO.classical_02 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004669MO.classical_02 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-319	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	MO.classical_03 (activated)	proteomic profiling by mass spectrometry	MO.classical_03 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004670MO.classical_03 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-320	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	MO.classical_03 (steady-state)	proteomic profiling by mass spectrometry	MO.classical_03 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004671MO.classical_03 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-321	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	MO.classical_04 (steady-state)	proteomic profiling by mass spectrometry	MO.classical_04 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004672MO.classical_04 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-322	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	MO.intermediate_01 (steady-state)	proteomic profiling by mass spectrometry	MO.intermediate_01 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004673MO.intermediate_01 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-323	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	MO.intermediate_02 (steady-state)	proteomic profiling by mass spectrometry	MO.intermediate_02 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004674MO.intermediate_02 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-324	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	MO.intermediate_03 (steady-state)	proteomic profiling by mass spectrometry	MO.intermediate_03 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004675MO.intermediate_03 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-325	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	MO.intermediate_04 (steady-state)	proteomic profiling by mass spectrometry	MO.intermediate_04 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004676MO.intermediate_04 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-326	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	MO.nonclassical_01 (steady-state)	proteomic profiling by mass spectrometry	MO.nonclassical_01 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004677MO.nonclassical_01 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-327	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	MO.nonclassical_02 (steady-state)	proteomic profiling by mass spectrometry	MO.nonclassical_02 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004678MO.nonclassical_02 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-328	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	MO.nonclassical_03 (steady-state)	proteomic profiling by mass spectrometry	MO.nonclassical_03 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004679MO.nonclassical_03 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-329	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	MO.nonclassical_04 (steady-state)	proteomic profiling by mass spectrometry	MO.nonclassical_04 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004680MO.nonclassical_04 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-330	Homo sapiens	Blood	1	"Killer cells, Natural"	not available	not available	not available	not available	Healthy	no depletion	1	not available	NK.bright_01 (activated)	proteomic profiling by mass spectrometry	NK.bright_01 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004681NK.bright_01 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-331	Homo sapiens	Blood	1	"Killer cells, Natural"	not available	not available	not available	not available	Healthy	no depletion	1	not available	NK.bright_01 (steady-state)	proteomic profiling by mass spectrometry	NK.bright_01 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004682NK.bright_01 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-332	Homo sapiens	Blood	1	"Killer cells, Natural"	not available	not available	not available	not available	Healthy	no depletion	1	not available	NK.bright_02 (activated)	proteomic profiling by mass spectrometry	NK.bright_02 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004683NK.bright_02 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-333	Homo sapiens	Blood	1	"Killer cells, Natural"	not available	not available	not available	not available	Healthy	no depletion	1	not available	NK.bright_02 (steady-state)	proteomic profiling by mass spectrometry	NK.bright_02 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004684NK.bright_02 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-334	Homo sapiens	Blood	1	"Killer cells, Natural"	not available	not available	not available	not available	Healthy	no depletion	1	not available	NK.bright_03 (activated)	proteomic profiling by mass spectrometry	NK.bright_03 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004685NK.bright_03 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-335	Homo sapiens	Blood	1	"Killer cells, Natural"	not available	not available	not available	not available	Healthy	no depletion	1	not available	NK.bright_03 (steady-state)	proteomic profiling by mass spectrometry	NK.bright_03 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004686NK.bright_03 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-336	Homo sapiens	Blood	1	"Killer cells, Natural"	not available	not available	not available	not available	Healthy	no depletion	1	not available	NK.bright_04 (steady-state)	proteomic profiling by mass spectrometry	NK.bright_04 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004687NK.bright_04 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-337	Homo sapiens	Blood	1	"Killer cells, Natural"	not available	not available	not available	not available	Healthy	no depletion	1	not available	NK.dim_01 (activated)	proteomic profiling by mass spectrometry	NK.dim_01 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004688NK.dim_01 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-338	Homo sapiens	Blood	1	"Killer cells, Natural"	not available	not available	not available	not available	Healthy	no depletion	1	not available	NK.dim_01 (steady-state)	proteomic profiling by mass spectrometry	NK.dim_01 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004689NK.dim_01 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-339	Homo sapiens	Blood	1	"Killer cells, Natural"	not available	not available	not available	not available	Healthy	no depletion	1	not available	NK.dim_02 (activated)	proteomic profiling by mass spectrometry	NK.dim_02 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004690NK.dim_02 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-340	Homo sapiens	Blood	1	"Killer cells, Natural"	not available	not available	not available	not available	Healthy	no depletion	1	not available	NK.dim_02 (steady-state)	proteomic profiling by mass spectrometry	NK.dim_02 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004691NK.dim_02 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-341	Homo sapiens	Blood	1	"Killer cells, Natural"	not available	not available	not available	not available	Healthy	no depletion	1	not available	NK.dim_03 (activated)	proteomic profiling by mass spectrometry	NK.dim_03 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004692NK.dim_03 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-342	Homo sapiens	Blood	1	"Killer cells, Natural"	not available	not available	not available	not available	Healthy	no depletion	1	not available	NK.dim_03 (steady-state)	proteomic profiling by mass spectrometry	NK.dim_03 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004693NK.dim_03 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
