Comentarios								No lo tengo claro, no especifica que sean healthy													Duda						
source name	Organism	Organism part	Age	Developmental stage	Cell line	Cell type	Sex	Disease	Prognosis	Biological replicate	Individual	Material Type	Assay name	Technology type	Proteomics data acquisition method	Data file	File uri	Technical replicate	comment[fraction identifier]	Label	Instrument	Modification parameters	Cleavage agent details	m/z acquisition range	Precursor mass tolerance	Fragment mass tolerance]	Prognosis
20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b9_c4__F19_3m	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b9_c4__F19_3m	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b9_c4__F19_3m.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b9_c4__F19_3m.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_g1_F19_pre	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_g1_F19_pre	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_g1_F19_pre.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_g1_F19_pre.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_g4_F19_post	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_g4_F19_post	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_g4_F19_post.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_g4_F19_post.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b9_c4__F19_3m	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b9_c4__F19_3m	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b9_c4__F19_3m.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b9_c4__F19_3m.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_g1_F19_pre	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_g1_F19_pre	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_g1_F19_pre.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_g1_F19_pre.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_g4_F19_post	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_g4_F19_post	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_g4_F19_post.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_g4_F19_post.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d7_a6__F20_pre	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d7_a6__F20_pre	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d7_a6__F20_pre.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d7_a6__F20_pre.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_f7_F20_3m	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_f7_F20_3m	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_f7_F20_3m.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_f7_F20_3m.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d7_a6__F20_pre	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d7_a6__F20_pre	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d7_a6__F20_pre.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d7_a6__F20_pre.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_f7_F20_3m_161125210323	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_f7_F20_3m_161125210323	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_f7_F20_3m_161125210323.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_f7_F20_3m_161125210323.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d7_a6__F20_pre	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d7_a6__F20_pre	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d7_a6__F20_pre.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d7_a6__F20_pre.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_f7_F20_3m	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_f7_F20_3m	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_f7_F20_3m.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_f7_F20_3m.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a11_F21_post	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a11_F21_post	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a11_F21_post.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a11_F21_post.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a11_F21_post_161024192157	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a11_F21_post_161024192157	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a11_F21_post_161024192157.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a11_F21_post_161024192157.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a11_F21_post_161111094956	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a11_F21_post_161111094956	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a11_F21_post_161111094956.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a11_F21_post_161111094956.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e6_F21_3m	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e6_F21_3m	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e6_F21_3m.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e6_F21_3m.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e6_F21_3m_161026171606	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e6_F21_3m_161026171606	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e6_F21_3m_161026171606.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e6_F21_3m_161026171606.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e6_F21_3m_161109023230	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e6_F21_3m_161109023230	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e6_F21_3m_161109023230.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e6_F21_3m_161109023230.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e10_F21_pre	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e10_F21_pre	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e10_F21_pre.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e10_F21_pre.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e10_F21_pre_161026213401	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e10_F21_pre_161026213401	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e10_F21_pre_161026213401.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e10_F21_pre_161026213401.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e10_F21_pre_161109064511	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e10_F21_pre_161109064511	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e10_F21_pre_161109064511.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e10_F21_pre_161109064511.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a6_F22_3m	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a6_F22_3m	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a6_F22_3m.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a6_F22_3m.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a6_F22_3m_161024060221	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a6_F22_3m_161024060221	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a6_F22_3m_161024060221.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a6_F22_3m_161024060221.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a6_F22_3m_161111042827	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a6_F22_3m_161111042827	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a6_F22_3m_161111042827.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_a6_F22_3m_161111042827.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_h5_F22_pre	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_h5_F22_pre	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_h5_F22_pre.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_h5_F22_pre.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_h5_F22_pre_161028190139	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_h5_F22_pre_161028190139	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_h5_F22_pre_161028190139.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_h5_F22_pre_161028190139.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_h5_F22_pre_161110153828	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_h5_F22_pre_161110153828	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_h5_F22_pre_161110153828.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_h5_F22_pre_161110153828.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d8_a5__F23_post	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d8_a5__F23_post	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d8_a5__F23_post.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d8_a5__F23_post.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_f3_F23_pre	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_f3_F23_pre	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_f3_F23_pre.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_f3_F23_pre.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d8_a5__F23_post	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d8_a5__F23_post	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d8_a5__F23_post.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d8_a5__F23_post.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_f3_F23_pre	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_f3_F23_pre	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_f3_F23_pre.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_f3_F23_pre.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d8_a5__F23_post	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d8_a5__F23_post	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d8_a5__F23_post.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d8_a5__F23_post.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_f3_F23_pre	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_f3_F23_pre	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_f3_F23_pre.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_f3_F23_pre.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
