Run	Sample Characteristic[organism]	Sample Characteristic Ontology Term[organism]	Sample Characteristic[cell line]	Sample Characteristic Ontology Term[cell line]	Sample Characteristic[organism part]	Sample Characteristic Ontology Term[organism part]	Sample Characteristic[disease]	Sample Characteristic Ontology Term[disease]	Sample Characteristic[sex]	Sample Characteristic Ontology Term[sex]	Sample Characteristic[metastasis site]	Sample Characteristic Ontology Term[metastasis site]	Factor Value[cell line]	Factor Value Ontology Term[cell line]	Factor Value[organism part]	Factor Value Ontology Term[organism part]	Factor Value[disease]	Factor Value Ontology Term[disease]	Analysed
ERR964245	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HAL-01		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_0000220	female	http://purl.obolibrary.org/obo/PATO_0000383			HAL-01		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_0000220	Yes
ERR964246	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HC-1		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	hairy cell leukemia	http://www.ebi.ac.uk/efo/EFO_1000956	male	http://purl.obolibrary.org/obo/PATO_0000384			HC-1		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	hairy cell leukemia	http://www.ebi.ac.uk/efo/EFO_1000956	Yes
ERR964247	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HCE-4		esophagus	http://purl.obolibrary.org/obo/UBERON_0001043	esophageal carcinoma	http://www.ebi.ac.uk/efo/EFO_0002916	not available				HCE-4		esophagus	http://purl.obolibrary.org/obo/UBERON_0001043	esophageal carcinoma	http://www.ebi.ac.uk/efo/EFO_0002916	Yes
ERR964248	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HDLM-2		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	Hodgkins lymphoma	http://www.ebi.ac.uk/efo/EFO_0000183	male	http://purl.obolibrary.org/obo/PATO_0000384			HDLM-2		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	Hodgkins lymphoma	http://www.ebi.ac.uk/efo/EFO_0000183	Yes
ERR964249	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEC-1		uterus	http://purl.obolibrary.org/obo/UBERON_0000995	endometrial adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0005232	female	http://purl.obolibrary.org/obo/PATO_0000383			HEC-1		uterus	http://purl.obolibrary.org/obo/UBERON_0000995	endometrial adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0005232	Yes
ERR964250	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HeLa	http://www.ebi.ac.uk/efo/EFO_0001185	uterine cervix	http://purl.obolibrary.org/obo/UBERON_0000002	cervical carcinoma	http://www.ebi.ac.uk/efo/EFO_0001061	female	http://purl.obolibrary.org/obo/PATO_0000383			HeLa	http://www.ebi.ac.uk/efo/EFO_0001185	uterine cervix	http://purl.obolibrary.org/obo/UBERON_0000002	cervical carcinoma	http://www.ebi.ac.uk/efo/EFO_0001061	Yes
ERR964251	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	Hey	http://www.ebi.ac.uk/efo/EFO_0006580	ovary	http://purl.obolibrary.org/obo/UBERON_0000992	ovarian carcinoma	http://www.ebi.ac.uk/efo/EFO_0001075	female	http://purl.obolibrary.org/obo/PATO_0000383			Hey	http://www.ebi.ac.uk/efo/EFO_0006580	ovary	http://purl.obolibrary.org/obo/UBERON_0000992	ovarian carcinoma	http://www.ebi.ac.uk/efo/EFO_0001075	Yes
ERR964252	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HLE		liver	http://purl.obolibrary.org/obo/UBERON_0002107	hepatocellular carcinoma	http://www.ebi.ac.uk/efo/EFO_0000182	not available				HLE		liver	http://purl.obolibrary.org/obo/UBERON_0002107	hepatocellular carcinoma	http://www.ebi.ac.uk/efo/EFO_0000182	Yes
ERR964253	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HN		mucosa	http://purl.obolibrary.org/obo/UBERON_0000344	head and neck squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000181	male	http://purl.obolibrary.org/obo/PATO_0000384			HN		mucosa	http://purl.obolibrary.org/obo/UBERON_0000344	head and neck squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000181	Yes
ERR964254	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HO-1-N-1		mucosa	http://purl.obolibrary.org/obo/UBERON_0000344	head and neck squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000181	not available				HO-1-N-1		mucosa	http://purl.obolibrary.org/obo/UBERON_0000344	head and neck squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000181	Yes
ERR964255	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HO-1-u-1		mucosa	http://purl.obolibrary.org/obo/UBERON_0000344	head and neck squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000181	not available				HO-1-u-1		mucosa	http://purl.obolibrary.org/obo/UBERON_0000344	head and neck squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000181	Yes
ERR964256	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	Hs-445		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	Hodgkins lymphoma	http://www.ebi.ac.uk/efo/EFO_0000183	female	http://purl.obolibrary.org/obo/PATO_0000383			Hs-445		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	Hodgkins lymphoma	http://www.ebi.ac.uk/efo/EFO_0000183	Yes
ERR964257	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	Hs633T		connective tissue	http://purl.obolibrary.org/obo/UBERON_0002384	fibrosarcoma	http://www.ebi.ac.uk/efo/EFO_0002087	not available				Hs633T		connective tissue	http://purl.obolibrary.org/obo/UBERON_0002384	fibrosarcoma	http://www.ebi.ac.uk/efo/EFO_0002087	Yes
ERR964258	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HSC-39		stomach	http://purl.obolibrary.org/obo/UBERON_0000945	gastric adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000503	male	http://purl.obolibrary.org/obo/PATO_0000384			HSC-39		stomach	http://purl.obolibrary.org/obo/UBERON_0000945	gastric adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000503	Yes
ERR964259	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HT-3	http://www.ebi.ac.uk/efo/EFO_0002204	uterine cervix	http://purl.obolibrary.org/obo/UBERON_0000002	cervical carcinoma	http://www.ebi.ac.uk/efo/EFO_0001061	female	http://purl.obolibrary.org/obo/PATO_0000383			HT-3	http://www.ebi.ac.uk/efo/EFO_0002204	uterine cervix	http://purl.obolibrary.org/obo/UBERON_0000002	cervical carcinoma	http://www.ebi.ac.uk/efo/EFO_0001061	Yes
ERR964260	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HUH-6-clone5		liver	http://purl.obolibrary.org/obo/UBERON_0002107	hepatocellular carcinoma	http://www.ebi.ac.uk/efo/EFO_0000182	male	http://purl.obolibrary.org/obo/PATO_0000384			HUH-6-clone5		liver	http://purl.obolibrary.org/obo/UBERON_0002107	hepatocellular carcinoma	http://www.ebi.ac.uk/efo/EFO_0000182	Yes
ERR964261	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	IMR-5		brain	http://purl.obolibrary.org/obo/UBERON_0000955	neuroblastoma	http://www.ebi.ac.uk/efo/EFO_0000621	not available				IMR-5		brain	http://purl.obolibrary.org/obo/UBERON_0000955	neuroblastoma	http://www.ebi.ac.uk/efo/EFO_0000621	Yes
ERR964262	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	JAR	http://www.ebi.ac.uk/efo/EFO_0002211	placenta	http://purl.obolibrary.org/obo/UBERON_0001987	choriocarcinoma	http://www.ebi.ac.uk/efo/EFO_0002893	male	http://purl.obolibrary.org/obo/PATO_0000384			JAR	http://www.ebi.ac.uk/efo/EFO_0002211	placenta	http://purl.obolibrary.org/obo/UBERON_0001987	choriocarcinoma	http://www.ebi.ac.uk/efo/EFO_0002893	Yes
ERR964263	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	JEG-3		placenta	http://purl.obolibrary.org/obo/UBERON_0001987	choriocarcinoma	http://www.ebi.ac.uk/efo/EFO_0002893	not available				JEG-3		placenta	http://purl.obolibrary.org/obo/UBERON_0001987	choriocarcinoma	http://www.ebi.ac.uk/efo/EFO_0002893	Yes
ERR964264	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	JHOS-3		ovary	http://purl.obolibrary.org/obo/UBERON_0000992	ovarian adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0006460	female	http://purl.obolibrary.org/obo/PATO_0000383			JHOS-3		ovary	http://purl.obolibrary.org/obo/UBERON_0000992	ovarian adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0006460	Yes
ERR964265	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	JHU-011		mucosa	http://purl.obolibrary.org/obo/UBERON_0000344	head and neck squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000181	not available				JHU-011		mucosa	http://purl.obolibrary.org/obo/UBERON_0000344	head and neck squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000181	Yes
ERR964266	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	JHU-022		mucosa	http://purl.obolibrary.org/obo/UBERON_0000344	head and neck squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000181	not available				JHU-022		mucosa	http://purl.obolibrary.org/obo/UBERON_0000344	head and neck squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000181	Yes
ERR964267	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	JHU-029		mucosa	http://purl.obolibrary.org/obo/UBERON_0000344	head and neck squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000181	not available				JHU-029		mucosa	http://purl.obolibrary.org/obo/UBERON_0000344	head and neck squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000181	Yes
ERR964268	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	JiyoyeP-2003		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	Burkitts lymphoma	http://www.ebi.ac.uk/efo/EFO_0000309	male	http://purl.obolibrary.org/obo/PATO_0000384			JiyoyeP-2003		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	Burkitts lymphoma	http://www.ebi.ac.uk/efo/EFO_0000309	Yes
ERR964269	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	KO52		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	acute myelomonocytic leukemia	http://www.ebi.ac.uk/efo/EFO_0000223	male	http://purl.obolibrary.org/obo/PATO_0000384			KO52		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	acute myelomonocytic leukemia	http://www.ebi.ac.uk/efo/EFO_0000223	Yes
ERR964270	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	KON		mucosa	http://purl.obolibrary.org/obo/UBERON_0000344	head and neck squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000181	male	http://purl.obolibrary.org/obo/PATO_0000384			KON		mucosa	http://purl.obolibrary.org/obo/UBERON_0000344	head and neck squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000181	Yes
ERR964271	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	KOSC-2		mucosa	http://purl.obolibrary.org/obo/UBERON_0000344	head and neck squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000181	male	http://purl.obolibrary.org/obo/PATO_0000384			KOSC-2		mucosa	http://purl.obolibrary.org/obo/UBERON_0000344	head and neck squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000181	Yes
ERR964272	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	KP-1N		pancreas	http://purl.obolibrary.org/obo/UBERON_0001264	pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0002618	male	http://purl.obolibrary.org/obo/PATO_0000384			KP-1N		pancreas	http://purl.obolibrary.org/obo/UBERON_0001264	pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0002618	Yes
ERR964273	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	KP-N-YS		brain	http://purl.obolibrary.org/obo/UBERON_0000955	neuroblastoma	http://www.ebi.ac.uk/efo/EFO_0000621	not available				KP-N-YS		brain	http://purl.obolibrary.org/obo/UBERON_0000955	neuroblastoma	http://www.ebi.ac.uk/efo/EFO_0000621	Yes
ERR964274	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	KY821		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	acute myelomonocytic leukemia	http://www.ebi.ac.uk/efo/EFO_0000223	male	http://purl.obolibrary.org/obo/PATO_0000384			KY821		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	acute myelomonocytic leukemia	http://www.ebi.ac.uk/efo/EFO_0000223	Yes
ERR964275	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	KYAE-1		esophagus	http://purl.obolibrary.org/obo/UBERON_0001043	esophageal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000478	male	http://purl.obolibrary.org/obo/PATO_0000384	pleura	http://purl.obolibrary.org/obo/UBERON_0000977	KYAE-1		esophagus	http://purl.obolibrary.org/obo/UBERON_0001043	esophageal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000478	Yes
ERR964276	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	KYSE-220		esophagus	http://purl.obolibrary.org/obo/UBERON_0001043	squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000707	male	http://purl.obolibrary.org/obo/PATO_0000384			KYSE-220		esophagus	http://purl.obolibrary.org/obo/UBERON_0001043	squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000707	Yes
ERR966511	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	JSC-1		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	diffuse large B cell lymphoma	http://www.ebi.ac.uk/efo/EFO_0000403	not available				JSC-1		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	diffuse large B cell lymphoma	http://www.ebi.ac.uk/efo/EFO_0000403	Yes
ERR966512	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	KARPAS-1106P	http://www.ebi.ac.uk/efo/EFO_0006606	hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	diffuse large B cell lymphoma	http://www.ebi.ac.uk/efo/EFO_0000403	female	http://purl.obolibrary.org/obo/PATO_0000383			KARPAS-1106P	http://www.ebi.ac.uk/efo/EFO_0006606	hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	diffuse large B cell lymphoma	http://www.ebi.ac.uk/efo/EFO_0000403	Yes
ERR966513	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	KARPAS-231	http://www.ebi.ac.uk/efo/EFO_0005389	hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	B-cell acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_0000094	female	http://purl.obolibrary.org/obo/PATO_0000383			KARPAS-231	http://www.ebi.ac.uk/efo/EFO_0005389	hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	B-cell acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_0000094	Yes
ERR966514	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	KARPAS-45		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_0000220	male	http://purl.obolibrary.org/obo/PATO_0000384			KARPAS-45		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_0000220	Yes
ERR966515	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	KGN		ovary	http://purl.obolibrary.org/obo/UBERON_0000992	ovarian granulosa tumour	http://www.ebi.ac.uk/efo/EFO_0006461	female	http://purl.obolibrary.org/obo/PATO_0000383			KGN		ovary	http://purl.obolibrary.org/obo/UBERON_0000992	ovarian granulosa tumour	http://www.ebi.ac.uk/efo/EFO_0006461	Yes
ERR966516	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	KINGS-1		brain	http://purl.obolibrary.org/obo/UBERON_0000955	anaplastic astrocytoma	http://www.ebi.ac.uk/efo/EFO_0002499	male	http://purl.obolibrary.org/obo/PATO_0000384			KINGS-1		brain	http://purl.obolibrary.org/obo/UBERON_0000955	anaplastic astrocytoma	http://www.ebi.ac.uk/efo/EFO_0002499	Yes
ERR966517	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	KMOE-2		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	acute myelomonocytic leukemia	http://www.ebi.ac.uk/efo/EFO_0000223	female	http://purl.obolibrary.org/obo/PATO_0000383			KMOE-2		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	acute myelomonocytic leukemia	http://www.ebi.ac.uk/efo/EFO_0000223	Yes
ERR966518	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	KNS-81-FD		brain	http://purl.obolibrary.org/obo/UBERON_0000955	glioma	http://www.ebi.ac.uk/efo/EFO_0000326	male	http://purl.obolibrary.org/obo/PATO_0000384			KNS-81-FD		brain	http://purl.obolibrary.org/obo/UBERON_0000955	glioma	http://www.ebi.ac.uk/efo/EFO_0000326	Yes
ERR966519	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HLE		liver	http://purl.obolibrary.org/obo/UBERON_0002107	hepatocellular carcinoma	http://www.ebi.ac.uk/efo/EFO_0000182	not available				HLE		liver	http://purl.obolibrary.org/obo/UBERON_0002107	hepatocellular carcinoma	http://www.ebi.ac.uk/efo/EFO_0000182	Yes
ERR975425	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	KYSE-50		esophagus	http://purl.obolibrary.org/obo/UBERON_0001043	squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000707	male	http://purl.obolibrary.org/obo/PATO_0000384			KYSE-50		esophagus	http://purl.obolibrary.org/obo/UBERON_0001043	squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000707	Yes
ERR975426	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	LAN-6		brain	http://purl.obolibrary.org/obo/UBERON_0000955	neuroblastoma	http://www.ebi.ac.uk/efo/EFO_0000621	male	http://purl.obolibrary.org/obo/PATO_0000384	bone marrow	http://purl.obolibrary.org/obo/UBERON_0002371	LAN-6		brain	http://purl.obolibrary.org/obo/UBERON_0000955	neuroblastoma	http://www.ebi.ac.uk/efo/EFO_0000621	Yes
ERR975427	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	LB771-HNC		mucosa	http://purl.obolibrary.org/obo/UBERON_0000344	head and neck squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000181	male	http://purl.obolibrary.org/obo/PATO_0000384			LB771-HNC		mucosa	http://purl.obolibrary.org/obo/UBERON_0000344	head and neck squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000181	Yes
ERR975428	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	LB831-BLC		urinary bladder	http://purl.obolibrary.org/obo/UBERON_0001255	bladder carcinoma	http://purl.obolibrary.org/obo/MONDO_0004986	male	http://purl.obolibrary.org/obo/PATO_0000384			LB831-BLC		urinary bladder	http://purl.obolibrary.org/obo/UBERON_0001255	bladder carcinoma	http://purl.obolibrary.org/obo/MONDO_0004986	Yes
ERR975429	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	LC4-1		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_0000220	female	http://purl.obolibrary.org/obo/PATO_0000383			LC4-1		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_0000220	Yes
ERR975430	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	LIM1215		large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	male	http://purl.obolibrary.org/obo/PATO_0000384			LIM1215		large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	colorectal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
ERR975431	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	LN-405		brain	http://purl.obolibrary.org/obo/UBERON_0000955	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	female	http://purl.obolibrary.org/obo/PATO_0000383			LN-405		brain	http://purl.obolibrary.org/obo/UBERON_0000955	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	Yes
ERR975432	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	LNZTA3WT4		brain	http://purl.obolibrary.org/obo/UBERON_0000955	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	male	http://purl.obolibrary.org/obo/PATO_0000384			LNZTA3WT4		brain	http://purl.obolibrary.org/obo/UBERON_0000955	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	Yes
ERR975433	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	M059J	http://www.ebi.ac.uk/efo/EFO_0005697	brain	http://purl.obolibrary.org/obo/UBERON_0000955	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	male	http://purl.obolibrary.org/obo/PATO_0000384			M059J	http://www.ebi.ac.uk/efo/EFO_0005697	brain	http://purl.obolibrary.org/obo/UBERON_0000955	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	Yes
ERR975434	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	MC-1010		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	acute myeloid leukemia	http://www.ebi.ac.uk/efo/EFO_0000222	male	http://purl.obolibrary.org/obo/PATO_0000384			MC-1010		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	acute myeloid leukemia	http://www.ebi.ac.uk/efo/EFO_0000222	Yes
ERR975435	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	MC-IXC		brain	http://purl.obolibrary.org/obo/UBERON_0000955	neuroblastoma	http://www.ebi.ac.uk/efo/EFO_0000621	female	http://purl.obolibrary.org/obo/PATO_0000383	supraorbital area		MC-IXC		brain	http://purl.obolibrary.org/obo/UBERON_0000955	neuroblastoma	http://www.ebi.ac.uk/efo/EFO_0000621	Yes
ERR975436	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	ME-180	http://www.ebi.ac.uk/efo/EFO_0006646	uterine cervix	http://purl.obolibrary.org/obo/UBERON_0000002	cervical carcinoma	http://www.ebi.ac.uk/efo/EFO_0001061	female	http://purl.obolibrary.org/obo/PATO_0000383	peritoneum	http://purl.obolibrary.org/obo/UBERON_0002358	ME-180	http://www.ebi.ac.uk/efo/EFO_0006646	uterine cervix	http://purl.obolibrary.org/obo/UBERON_0000002	cervical carcinoma	http://www.ebi.ac.uk/efo/EFO_0001061	Yes
ERR975437	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	MFH-ino		connective tissue	http://purl.obolibrary.org/obo/UBERON_0002384	histiocytoma	http://www.ebi.ac.uk/efo/EFO_0005561	female	http://purl.obolibrary.org/obo/PATO_0000383			MFH-ino		connective tissue	http://purl.obolibrary.org/obo/UBERON_0002384	histiocytoma	http://www.ebi.ac.uk/efo/EFO_0005561	Yes
ERR975438	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	MHH-PREB-1	http://www.ebi.ac.uk/efo/EFO_0002235	hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	B-cell acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_0000094	male	http://purl.obolibrary.org/obo/PATO_0000384			MHH-PREB-1	http://www.ebi.ac.uk/efo/EFO_0002235	hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	B-cell acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_0000094	Yes
