Run	Sample Characteristic[organism]	Sample Characteristic Ontology Term[organism]	Sample Characteristic[cell line]	Sample Characteristic Ontology Term[cell line]	Sample Characteristic[tissue supergroup]	Sample Characteristic Ontology Term[tissue supergroup]	Sample Characteristic[metatastic tissue]	Sample Characteristic Ontology Term[metatastic tissue]	Sample Characteristic[organism part]	Sample Characteristic Ontology Term[organism part]	Sample Characteristic[disease]	Sample Characteristic Ontology Term[disease]	Sample Characteristic[age]	Sample Characteristic Ontology Term[age]	Sample Characteristic[sex]	Sample Characteristic Ontology Term[sex]	Sample Characteristic[ethnicity]	Sample Characteristic Ontology Term[ethnicity]	Sample Characteristic[media]	Sample Characteristic Ontology Term[media]	Sample Characteristic[freeze media]	Sample Characteristic Ontology Term[freeze media]	Factor Value[cell line]	Factor Value Ontology Term[cell line]	Factor Value[organism part]	Factor Value Ontology Term[organism part]	Factor Value[disease]	Factor Value Ontology Term[disease]	Analysed
ERR413704	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	MDA-MB-468	http://www.ebi.ac.uk/efo/EFO_0001216	breast	http://purl.obolibrary.org/obo/UBERON_0000310	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000304	51 year		female	http://purl.obolibrary.org/obo/PATO_0000383	African	http://purl.obolibrary.org/obo/HANCESTRO_0010	RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		MDA-MB-468	http://www.ebi.ac.uk/efo/EFO_0001216	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000304	Yes
ERR413705	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	MDST8	http://www.ebi.ac.uk/efo/EFO_0006644	colo-rectal		not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	colon	http://purl.obolibrary.org/obo/UBERON_0001155	colon carcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	not available		not available		not available		RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		MDST8	http://www.ebi.ac.uk/efo/EFO_0006644	colon	http://purl.obolibrary.org/obo/UBERON_0001155	colon carcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
ERR413706	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	ME-1	http://www.ebi.ac.uk/efo/EFO_0006645	lymphoid		not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	bone marrow	http://purl.obolibrary.org/obo/UBERON_0002371	acute myelogenic leukemia	http://www.ebi.ac.uk/efo/EFO_0000222	40 year		male	http://purl.obolibrary.org/obo/PATO_0000384	Japanese	http://purl.obolibrary.org/obo/HANCESTRO_0019	RPMI-1640, 10% HI FBS, 2mM Glutamine		Complete growth medium, 90%; DMSO, 10%		ME-1	http://www.ebi.ac.uk/efo/EFO_0006645	bone marrow	http://purl.obolibrary.org/obo/UBERON_0002371	acute myelogenic leukemia	http://www.ebi.ac.uk/efo/EFO_0000222	No
ERR413707	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	ME-180	http://www.ebi.ac.uk/efo/EFO_0006646	uterine cervix	http://purl.obolibrary.org/obo/UBERON_0000002	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	uterine cervix	http://purl.obolibrary.org/obo/UBERON_0000002	cervical carcinoma	http://www.ebi.ac.uk/efo/EFO_0001061	66 year		female	http://purl.obolibrary.org/obo/PATO_0000383	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	DMEM, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		ME-180	http://www.ebi.ac.uk/efo/EFO_0006646	uterine cervix	http://purl.obolibrary.org/obo/UBERON_0000002	cervical carcinoma	http://www.ebi.ac.uk/efo/EFO_0001061	Yes
ERR413708	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	MEL-HO	http://www.ebi.ac.uk/efo/EFO_0006647	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	not available		female	http://purl.obolibrary.org/obo/PATO_0000383	not available		RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		MEL-HO	http://www.ebi.ac.uk/efo/EFO_0006647	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
ERR413709	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	MeWo	http://www.ebi.ac.uk/efo/EFO_0006648	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	78 year		male	http://purl.obolibrary.org/obo/PATO_0000384	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		MeWo	http://www.ebi.ac.uk/efo/EFO_0006648	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
ERR413710	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	MFM-223	http://www.ebi.ac.uk/efo/EFO_0006649	breast	http://purl.obolibrary.org/obo/UBERON_0000310	effusion, pleural	http://purl.obolibrary.org/obo/UBERON_0000175	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast ductal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0006318	not available		female	http://purl.obolibrary.org/obo/PATO_0000383	not available		RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		MFM-223	http://www.ebi.ac.uk/efo/EFO_0006649	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast ductal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0006318	Yes
ERR413711	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	MG-63	http://www.ebi.ac.uk/efo/EFO_0002234	sarcomatiod		not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	bone tissue	http://purl.obolibrary.org/obo/UBERON_0002481	osteosarcoma	http://www.ebi.ac.uk/efo/EFO_0000637	14 year		male	http://purl.obolibrary.org/obo/PATO_0000384	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		MG-63	http://www.ebi.ac.uk/efo/EFO_0002234	bone tissue	http://purl.obolibrary.org/obo/UBERON_0002481	osteosarcoma	http://www.ebi.ac.uk/efo/EFO_0000637	Yes
ERR413712	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	MHH-ES-1	http://www.ebi.ac.uk/efo/EFO_0006650	sarcomatiod		not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	bone tissue	http://purl.obolibrary.org/obo/UBERON_0002481	Ewing's sarcoma	http://www.ebi.ac.uk/efo/EFO_0000174	12 year		male	http://purl.obolibrary.org/obo/PATO_0000384	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	RPMI-1640, 10% FBS, 2mM L-Glutamine		90% FBS; 10% DMSO		MHH-ES-1	http://www.ebi.ac.uk/efo/EFO_0006650	bone tissue	http://purl.obolibrary.org/obo/UBERON_0002481	Ewing's sarcoma	http://www.ebi.ac.uk/efo/EFO_0000174	Yes
ERR413713	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	MHH-NB-11	http://www.ebi.ac.uk/efo/EFO_0006651	brain	http://purl.obolibrary.org/obo/UBERON_0000955	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	brain	http://purl.obolibrary.org/obo/UBERON_0000955	neuroblastoma	http://www.ebi.ac.uk/efo/EFO_0000621	4 year		male	http://purl.obolibrary.org/obo/PATO_0000384	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		MHH-NB-11	http://www.ebi.ac.uk/efo/EFO_0006651	brain	http://purl.obolibrary.org/obo/UBERON_0000955	neuroblastoma	http://www.ebi.ac.uk/efo/EFO_0000621	Yes
ERR413714	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	MHH-PREB-1	http://www.ebi.ac.uk/efo/EFO_0002235	lymphoid		not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	lymph node	http://purl.obolibrary.org/obo/UBERON_0000029	B-cell lymphoma	http://www.ebi.ac.uk/efo/EFO_0000096	6 year		male	http://purl.obolibrary.org/obo/PATO_0000384	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	RPMI-1640, 10% HI FBS, 2mM Glutamine		Complete growth medium, 90%; DMSO, 10%		MHH-PREB-1	http://www.ebi.ac.uk/efo/EFO_0002235	lymph node	http://purl.obolibrary.org/obo/UBERON_0000029	B-cell lymphoma	http://www.ebi.ac.uk/efo/EFO_0000096	Yes
ERR413715	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	MIA Paca-2	http://www.ebi.ac.uk/efo/EFO_0002236	pancreas	http://purl.obolibrary.org/obo/UBERON_0001264	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	pancreas	http://purl.obolibrary.org/obo/UBERON_0001264	pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0002618	65 year		male	http://purl.obolibrary.org/obo/PATO_0000384	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	RPMI-1640, 10% FBS, 2mM L-Glutamine		90% FBS; 10% DMSO		MIA Paca-2	http://www.ebi.ac.uk/efo/EFO_0002236	pancreas	http://purl.obolibrary.org/obo/UBERON_0001264	pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0002618	Yes
ERR413716	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	MKN-1	http://www.ebi.ac.uk/efo/EFO_0002830	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	gastric adenosquamous carcinoma	http://www.ebi.ac.uk/efo/EFO_1000029	72 year		male	http://purl.obolibrary.org/obo/PATO_0000384	not available		RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		MKN-1	http://www.ebi.ac.uk/efo/EFO_0002830	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	gastric adenosquamous carcinoma	http://www.ebi.ac.uk/efo/EFO_1000029	Yes
ERR413717	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	MKN-45	http://www.ebi.ac.uk/efo/EFO_0002832	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	gastric adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000503	62 year		female	http://purl.obolibrary.org/obo/PATO_0000383	not available		RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		MKN-45	http://www.ebi.ac.uk/efo/EFO_0002832	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	gastric adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000503	Yes
ERR413718	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	MKN-7	http://www.ebi.ac.uk/efo/EFO_0002895	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	gastric tubular adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_1000030	39 year		male	http://purl.obolibrary.org/obo/PATO_0000384	not available		RPMI-1640 10% FBS, 2mM L-Gln		Complete growth medium, 90%; DMSO, 10%		MKN-7	http://www.ebi.ac.uk/efo/EFO_0002895	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	gastric tubular adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_1000030	Yes
ERR413719	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	MKN-74	http://www.ebi.ac.uk/efo/EFO_0002834	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	gastric adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000503	37 year		male	http://purl.obolibrary.org/obo/PATO_0000384	Japanese	http://purl.obolibrary.org/obo/HANCESTRO_0019	RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		MKN-74	http://www.ebi.ac.uk/efo/EFO_0002834	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	gastric adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000503	Yes
ERR413720	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	ML-2	http://www.ebi.ac.uk/efo/EFO_0002238	lymphoid		not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	bone marrow	http://purl.obolibrary.org/obo/UBERON_0002371	acute myelogenic leukemia	http://www.ebi.ac.uk/efo/EFO_0000222	26 year		male	http://purl.obolibrary.org/obo/PATO_0000384	not available		RPMI-1640, 10% HI FBS, 2mM Glutamine		Complete growth medium, 90%; DMSO, 10%		ML-2	http://www.ebi.ac.uk/efo/EFO_0002238	bone marrow	http://purl.obolibrary.org/obo/UBERON_0002371	acute myelogenic leukemia	http://www.ebi.ac.uk/efo/EFO_0000222	Yes
ERR413721	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	MM.1S	http://www.ebi.ac.uk/efo/EFO_0005724	lymphoid		not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	blood	http://purl.obolibrary.org/obo/UBERON_0000178	multiple myeloma	http://www.ebi.ac.uk/efo/EFO_0001378	42 year		female	http://purl.obolibrary.org/obo/PATO_0000383	African	http://purl.obolibrary.org/obo/HANCESTRO_0010	not determined		not determined		MM.1S	http://www.ebi.ac.uk/efo/EFO_0005724	blood	http://purl.obolibrary.org/obo/UBERON_0000178	multiple myeloma	http://www.ebi.ac.uk/efo/EFO_0001378	Yes
ERR413722	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	MOLM-16	http://www.ebi.ac.uk/efo/EFO_0006652	lymphoid		not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	blood	http://purl.obolibrary.org/obo/UBERON_0000178	acute myeloid leukemia	http://www.ebi.ac.uk/efo/EFO_0000222	not available		female	http://purl.obolibrary.org/obo/PATO_0000383	Japanese	http://purl.obolibrary.org/obo/HANCESTRO_0019	RPMI-1640 10% HI FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		MOLM-16	http://www.ebi.ac.uk/efo/EFO_0006652	blood	http://purl.obolibrary.org/obo/UBERON_0000178	acute myeloid leukemia	http://www.ebi.ac.uk/efo/EFO_0000222	Yes
ERR413723	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	MOLP-2	http://www.ebi.ac.uk/efo/EFO_0006653	lymphoid		not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	blood	http://purl.obolibrary.org/obo/UBERON_0000178	multiple myeloma	http://www.ebi.ac.uk/efo/EFO_0001378	55 year		male	http://purl.obolibrary.org/obo/PATO_0000384	not available		RPMI-1640, 10% Heat inactivated FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		MOLP-2	http://www.ebi.ac.uk/efo/EFO_0006653	blood	http://purl.obolibrary.org/obo/UBERON_0000178	multiple myeloma	http://www.ebi.ac.uk/efo/EFO_0001378	Yes
ERR413724	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	MOLP-8	http://www.ebi.ac.uk/efo/EFO_0006654	lymphoid		not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	blood	http://purl.obolibrary.org/obo/UBERON_0000178	multiple myeloma	http://www.ebi.ac.uk/efo/EFO_0001378	52 year		male	http://purl.obolibrary.org/obo/PATO_0000384	Japanese	http://purl.obolibrary.org/obo/HANCESTRO_0019	RPMI-1640, 10% Heat inactivated FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		MOLP-8	http://www.ebi.ac.uk/efo/EFO_0006654	blood	http://purl.obolibrary.org/obo/UBERON_0000178	multiple myeloma	http://www.ebi.ac.uk/efo/EFO_0001378	Yes
ERR413725	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	MOR	http://www.ebi.ac.uk/efo/EFO_0006655	lung	http://purl.obolibrary.org/obo/UBERON_0002048	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	lung	http://purl.obolibrary.org/obo/UBERON_0002048	lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	not available		not available		not available		RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		MOR	http://www.ebi.ac.uk/efo/EFO_0006655	lung	http://purl.obolibrary.org/obo/UBERON_0002048	lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	Yes
ERR413726	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	MS751	http://www.ebi.ac.uk/efo/EFO_0006456	uterine cervix	http://purl.obolibrary.org/obo/UBERON_0000002	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	uterine cervix	http://purl.obolibrary.org/obo/UBERON_0000002	cervical carcinoma	http://www.ebi.ac.uk/efo/EFO_0001061	47 year		female	http://purl.obolibrary.org/obo/PATO_0000383	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		MS751	http://www.ebi.ac.uk/efo/EFO_0006456	uterine cervix	http://purl.obolibrary.org/obo/UBERON_0000002	cervical carcinoma	http://www.ebi.ac.uk/efo/EFO_0001061	Yes
ERR413727	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	MT-3	http://www.ebi.ac.uk/efo/EFO_0002241	breast	http://purl.obolibrary.org/obo/UBERON_0000310	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	not available		not available		not available		RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		MT-3	http://www.ebi.ac.uk/efo/EFO_0002241	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	Yes
ERR413728	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	MV-4-11	http://www.ebi.ac.uk/efo/EFO_0002242	lymphoid		not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	blood	http://purl.obolibrary.org/obo/UBERON_0000178	acute myeloid leukemia	http://www.ebi.ac.uk/efo/EFO_0000222	10 year		male	http://purl.obolibrary.org/obo/PATO_0000384	not available		RPMI-1640, 10% HI FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		MV-4-11	http://www.ebi.ac.uk/efo/EFO_0002242	blood	http://purl.obolibrary.org/obo/UBERON_0000178	acute myeloid leukemia	http://www.ebi.ac.uk/efo/EFO_0000222	Yes
ERR413729	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	MX-1	http://www.ebi.ac.uk/efo/EFO_0006457	breast	http://purl.obolibrary.org/obo/UBERON_0000310	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	not available		not available		not available		RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		MX-1	http://www.ebi.ac.uk/efo/EFO_0006457	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	Yes
ERR413730	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NALM-6	http://www.ebi.ac.uk/efo/EFO_0002245	lymphoid		not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	blood	http://purl.obolibrary.org/obo/UBERON_0000178	leukemia	http://www.ebi.ac.uk/efo/EFO_0000565	not available		not available		not available		RPMI-1640, 10% HI FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		NALM-6	http://www.ebi.ac.uk/efo/EFO_0002245	blood	http://purl.obolibrary.org/obo/UBERON_0000178	leukemia	http://www.ebi.ac.uk/efo/EFO_0000565	Yes
ERR413731	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NAMALWA	http://www.ebi.ac.uk/efo/EFO_0002246	lymphoid		not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	blood	http://purl.obolibrary.org/obo/UBERON_0000178	malignant Burkitt's lymphoma	http://www.ebi.ac.uk/efo/EFO_0000309	not available		not available		not available		RPMI-1640, 10% HI FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		NAMALWA	http://www.ebi.ac.uk/efo/EFO_0002246	blood	http://purl.obolibrary.org/obo/UBERON_0000178	malignant Burkitt's lymphoma	http://www.ebi.ac.uk/efo/EFO_0000309	Yes
ERR413732	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H1048	http://www.ebi.ac.uk/efo/EFO_0002248	lung	http://purl.obolibrary.org/obo/UBERON_0002048	effusion, pleural	http://purl.obolibrary.org/obo/UBERON_0000175	lung	http://purl.obolibrary.org/obo/UBERON_0002048	small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000702	not available		female	http://purl.obolibrary.org/obo/PATO_0000383	not available		RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		NCI-H1048	http://www.ebi.ac.uk/efo/EFO_0002248	lung	http://purl.obolibrary.org/obo/UBERON_0002048	small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000702	No
ERR413733	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H1092	http://www.ebi.ac.uk/efo/EFO_0002249	lung	http://purl.obolibrary.org/obo/UBERON_0002048	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	lung	http://purl.obolibrary.org/obo/UBERON_0002048	small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000702	67 year		male	http://purl.obolibrary.org/obo/PATO_0000384	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	HITES, 5% FBS		Complete growth medium, 90%; DMSO, 10%		NCI-H1092	http://www.ebi.ac.uk/efo/EFO_0002249	lung	http://purl.obolibrary.org/obo/UBERON_0002048	small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000702	Yes
ERR413734	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H1155	http://www.ebi.ac.uk/efo/EFO_0002250	lung	http://purl.obolibrary.org/obo/UBERON_0002048	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	lung	http://purl.obolibrary.org/obo/UBERON_0002048	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	36 year		male	http://purl.obolibrary.org/obo/PATO_0000384	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		NCI-H1155	http://www.ebi.ac.uk/efo/EFO_0002250	lung	http://purl.obolibrary.org/obo/UBERON_0002048	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	Yes
ERR413735	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H1299	http://www.ebi.ac.uk/efo/EFO_0003043	lung	http://purl.obolibrary.org/obo/UBERON_0002048	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	lung	http://purl.obolibrary.org/obo/UBERON_0002048	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	43 year		male	http://purl.obolibrary.org/obo/PATO_0000384	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		NCI-H1299	http://www.ebi.ac.uk/efo/EFO_0003043	lung	http://purl.obolibrary.org/obo/UBERON_0002048	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	Yes
ERR413736	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H1355	http://www.ebi.ac.uk/efo/EFO_0002251	lung	http://purl.obolibrary.org/obo/UBERON_0002048	pleura	http://purl.obolibrary.org/obo/UBERON_0000977	lung	http://purl.obolibrary.org/obo/UBERON_0002048	lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	53 year		male	http://purl.obolibrary.org/obo/PATO_0000384	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	RPMI-1640, 10% FBS, 2mM L-Glutamine		FBS, 90%; DMSO, 10%		NCI-H1355	http://www.ebi.ac.uk/efo/EFO_0002251	lung	http://purl.obolibrary.org/obo/UBERON_0002048	lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	Yes
ERR413737	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H1373	http://www.ebi.ac.uk/efo/EFO_0006657	lung	http://purl.obolibrary.org/obo/UBERON_0002048	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	lung	http://purl.obolibrary.org/obo/UBERON_0002048	lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	56 year		male	http://purl.obolibrary.org/obo/PATO_0000384	African	http://purl.obolibrary.org/obo/HANCESTRO_0010	RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		NCI-H1373	http://www.ebi.ac.uk/efo/EFO_0006657	lung	http://purl.obolibrary.org/obo/UBERON_0002048	lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	Yes
ERR413738	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H1395	http://www.ebi.ac.uk/efo/EFO_0002252	lung	http://purl.obolibrary.org/obo/UBERON_0002048	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	lung	http://purl.obolibrary.org/obo/UBERON_0002048	lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	55 year		female	http://purl.obolibrary.org/obo/PATO_0000383	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	RPMI-1640, 10% FBS, 2mM L-Glutamine		FBS, 90%; DMSO, 10%		NCI-H1395	http://www.ebi.ac.uk/efo/EFO_0002252	lung	http://purl.obolibrary.org/obo/UBERON_0002048	lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	Yes
