source Name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[developmental stage]	characteristics[disease]	characteristics[sex]	characteristics[age]	characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Factor Value[organism]
PXD012636-Sample-351	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 351	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Atria_Fraction_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Atria_Fraction_7.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-352	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 352	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Atria_Fraction_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Atria_Fraction_8.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-353	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 353	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Atria_Fraction_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Atria_Fraction_9.raw	1	9	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-354	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 354	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Atria_Fraction_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Atria_Fraction_10.raw	1	10	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-355	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 355	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Ventricle_Fraction_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Ventricle_Fraction_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-356	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 356	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Ventricle_Fraction_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Ventricle_Fraction_2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-357	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 357	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Ventricle_Fraction_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Ventricle_Fraction_3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-358	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 358	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Ventricle_Fraction_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Ventricle_Fraction_4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-359	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 359	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Ventricle_Fraction_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Ventricle_Fraction_5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-360	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 360	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Ventricle_Fraction_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Ventricle_Fraction_6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-361	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 361	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Ventricle_Fraction_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Ventricle_Fraction_7.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-362	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 362	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Ventricle_Fraction_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Ventricle_Fraction_8.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-363	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 363	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Ventricle_Fraction_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Ventricle_Fraction_9.raw	1	9	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-364	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 364	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Ventricle_Fraction_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Ventricle_Fraction_10.raw	1	10	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-365	Rattus norvegicus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 365	proteomic profiling by mass spectrometry	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Left_Atria_Fraction_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Left_Atria_Fraction_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Rattus norvegicus
PXD012636-Sample-366	Rattus norvegicus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 366	proteomic profiling by mass spectrometry	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Left_Atria_Fraction_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Left_Atria_Fraction_2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Rattus norvegicus
PXD012636-Sample-367	Rattus norvegicus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 367	proteomic profiling by mass spectrometry	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Left_Atria_Fraction_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Left_Atria_Fraction_3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Rattus norvegicus
PXD012636-Sample-368	Rattus norvegicus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 368	proteomic profiling by mass spectrometry	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Left_Atria_Fraction_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Left_Atria_Fraction_4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Rattus norvegicus
PXD012636-Sample-369	Rattus norvegicus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 369	proteomic profiling by mass spectrometry	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Left_Atria_Fraction_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Left_Atria_Fraction_5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Rattus norvegicus
PXD012636-Sample-370	Rattus norvegicus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 370	proteomic profiling by mass spectrometry	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Left_Atria_Fraction_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Left_Atria_Fraction_6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Rattus norvegicus
PXD012636-Sample-371	Rattus norvegicus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 371	proteomic profiling by mass spectrometry	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Left_Atria_Fraction_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Left_Atria_Fraction_7.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Rattus norvegicus
PXD012636-Sample-372	Rattus norvegicus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 372	proteomic profiling by mass spectrometry	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Left_Atria_Fraction_8_150820154314.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Left_Atria_Fraction_8_150820154314.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Rattus norvegicus
PXD012636-Sample-373	Rattus norvegicus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 373	proteomic profiling by mass spectrometry	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Left_Atria_Fraction_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Left_Atria_Fraction_9.raw	1	9	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Rattus norvegicus
PXD012636-Sample-374	Rattus norvegicus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 374	proteomic profiling by mass spectrometry	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Left_Atria_Fraction_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Left_Atria_Fraction_10.raw	1	10	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Rattus norvegicus
PXD012636-Sample-375	Rattus norvegicus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 375	proteomic profiling by mass spectrometry	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Left_Ventricle_Fraction_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Left_Ventricle_Fraction_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Rattus norvegicus
PXD012636-Sample-376	Rattus norvegicus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 376	proteomic profiling by mass spectrometry	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Left_Ventricle_Fraction_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Left_Ventricle_Fraction_2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Rattus norvegicus
PXD012636-Sample-377	Rattus norvegicus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 377	proteomic profiling by mass spectrometry	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Left_Ventricle_Fraction_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Left_Ventricle_Fraction_3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Rattus norvegicus
PXD012636-Sample-378	Rattus norvegicus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 378	proteomic profiling by mass spectrometry	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Left_Ventricle_Fraction_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Left_Ventricle_Fraction_4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Rattus norvegicus
PXD012636-Sample-379	Rattus norvegicus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 379	proteomic profiling by mass spectrometry	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Left_Ventricle_Fraction_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Left_Ventricle_Fraction_5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Rattus norvegicus
