source name	characteristics[organism]	characteristics[organism part]	characteristics[organism part]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[cause of death]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	assay name	technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
MSV000087095-Sample-92	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	92	ms run 227	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RV10_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RV10_002.raw	10	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-93	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	93	ms run 228	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RV10_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RV10_003.raw	10	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-91	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	91	ms run 229	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RV1_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RV1_001.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-92	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	92	ms run 230	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RV1_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RV1_002.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-93	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	93	ms run 231	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RV1_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RV1_003.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-91	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	91	ms run 232	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RV2_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RV2_001.raw	2	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-92	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	92	ms run 233	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RV2_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RV2_002.raw	2	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-93	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	93	ms run 234	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RV2_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RV2_003.raw	2	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-91	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	91	ms run 235	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RV3_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RV3_001.raw	3	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-92	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	92	ms run 236	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RV3_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RV3_002.raw	3	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-93	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	93	ms run 237	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RV3_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RV3_003.raw	3	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-91	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	91	ms run 238	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RV4_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RV4_001.raw	4	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-92	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	92	ms run 239	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RV4_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RV4_002.raw	4	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-93	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	93	ms run 240	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RV4_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RV4_003.raw	4	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-91	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	91	ms run 241	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RV5_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RV5_001.raw	5	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-92	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	92	ms run 242	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RV5_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RV5_002.raw	5	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-93	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	93	ms run 243	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RV5_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RV5_003.raw	5	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-91	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	91	ms run 244	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RV6_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RV6_001.raw	6	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-92	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	92	ms run 245	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RV6_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RV6_002.raw	6	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-93	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	93	ms run 246	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RV6_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RV6_003.raw	6	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-91	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	91	ms run 247	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RV7_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RV7_001.raw	7	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-92	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	92	ms run 248	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RV7_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RV7_002.raw	7	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-93	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	93	ms run 249	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RV7_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RV7_003.raw	7	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-91	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	91	ms run 250	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RV8_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RV8_001.raw	8	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-92	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	92	ms run 251	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RV8_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RV8_002.raw	8	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-93	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	93	ms run 252	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RV8_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RV8_003.raw	8	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-91	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	91	ms run 253	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RV9_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RV9_001.raw	9	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-92	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	92	ms run 254	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RV9_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RV9_002.raw	9	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-93	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	93	ms run 255	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RV9_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RV9_003.raw	9	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-94	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	94	ms run 256	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RVFT_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RVFT_001.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-95	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	95	ms run 257	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RVFT_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RVFT_002.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-96	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	96	ms run 258	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RVFT_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RVFT_003.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
