source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	characteristics[HiRIEF PH range]	characteristics[mass]	assay name	Technology Type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[individual]
PXD010899-Sample 19	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	Norm	1	3.0-10.0	1mg	run 114	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr42.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr42.raw	42	TMT130C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Norm
PXD010899-Sample 20	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	Norm	1	3.0-10.0	1mg	run 114	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr42.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr42.raw	42	TMT131	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Norm
PXD010899-Sample 11	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 9	1	3.0-10.0	1mg	run 115	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr43.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr43.raw	43	TMT126	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 9
PXD010899-Sample 12	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 10	1	3.0-10.0	1mg	run 115	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr43.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr43.raw	43	TMT127N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 10
PXD010899-Sample 13	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 11	1	3.0-10.0	1mg	run 115	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr43.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr43.raw	43	TMT127C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 11
PXD010899-Sample 14	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 12	1	3.0-10.0	1mg	run 115	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr43.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr43.raw	43	TMT128N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 12
PXD010899-Sample 15	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 13	1	3.0-10.0	1mg	run 115	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr43.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr43.raw	43	TMT128C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 13
PXD010899-Sample 16	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 14	1	3.0-10.0	1mg	run 115	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr43.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr43.raw	43	TMT129N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 14
PXD010899-Sample 17	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 15	1	3.0-10.0	1mg	run 115	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr43.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr43.raw	43	TMT129C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 15
PXD010899-Sample 18	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 16	1	3.0-10.0	1mg	run 115	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr43.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr43.raw	43	TMT130N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 16
PXD010899-Sample 19	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	Norm	1	3.0-10.0	1mg	run 115	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr43.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr43.raw	43	TMT130C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Norm
PXD010899-Sample 20	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	Norm	1	3.0-10.0	1mg	run 115	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr43.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr43.raw	43	TMT131	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Norm
PXD010899-Sample 11	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 9	1	3.0-10.0	1mg	run 116	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr44.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr44.raw	44	TMT126	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 9
PXD010899-Sample 12	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 10	1	3.0-10.0	1mg	run 116	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr44.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr44.raw	44	TMT127N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 10
PXD010899-Sample 13	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 11	1	3.0-10.0	1mg	run 116	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr44.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr44.raw	44	TMT127C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 11
PXD010899-Sample 14	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 12	1	3.0-10.0	1mg	run 116	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr44.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr44.raw	44	TMT128N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 12
PXD010899-Sample 15	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 13	1	3.0-10.0	1mg	run 116	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr44.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr44.raw	44	TMT128C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 13
PXD010899-Sample 16	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 14	1	3.0-10.0	1mg	run 116	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr44.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr44.raw	44	TMT129N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 14
PXD010899-Sample 17	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 15	1	3.0-10.0	1mg	run 116	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr44.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr44.raw	44	TMT129C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 15
PXD010899-Sample 18	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 16	1	3.0-10.0	1mg	run 116	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr44.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr44.raw	44	TMT130N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 16
PXD010899-Sample 19	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	Norm	1	3.0-10.0	1mg	run 116	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr44.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr44.raw	44	TMT130C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Norm
PXD010899-Sample 20	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	Norm	1	3.0-10.0	1mg	run 116	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr44.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr44.raw	44	TMT131	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Norm
PXD010899-Sample 11	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 9	1	3.0-10.0	1mg	run 117	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr45.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr45.raw	45	TMT126	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 9
PXD010899-Sample 12	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 10	1	3.0-10.0	1mg	run 117	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr45.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr45.raw	45	TMT127N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 10
PXD010899-Sample 13	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 11	1	3.0-10.0	1mg	run 117	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr45.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr45.raw	45	TMT127C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 11
PXD010899-Sample 14	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 12	1	3.0-10.0	1mg	run 117	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr45.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr45.raw	45	TMT128N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 12
PXD010899-Sample 15	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 13	1	3.0-10.0	1mg	run 117	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr45.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr45.raw	45	TMT128C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 13
PXD010899-Sample 16	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 14	1	3.0-10.0	1mg	run 117	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr45.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr45.raw	45	TMT129N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 14
PXD010899-Sample 17	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 15	1	3.0-10.0	1mg	run 117	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr45.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr45.raw	45	TMT129C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 15
PXD010899-Sample 18	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 16	1	3.0-10.0	1mg	run 117	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr45.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr45.raw	45	TMT130N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 16
PXD010899-Sample 19	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	Norm	1	3.0-10.0	1mg	run 117	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr45.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr45.raw	45	TMT130C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Norm
PXD010899-Sample 20	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	Norm	1	3.0-10.0	1mg	run 117	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr45.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr45.raw	45	TMT131	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Norm
PXD010899-Sample 11	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 9	1	3.0-10.0	1mg	run 118	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr46.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr46.raw	46	TMT126	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 9
PXD010899-Sample 12	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 10	1	3.0-10.0	1mg	run 118	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr46.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr46.raw	46	TMT127N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 10
PXD010899-Sample 13	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 11	1	3.0-10.0	1mg	run 118	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr46.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr46.raw	46	TMT127C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 11
