source Name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[developmental stage]	characteristics[cell type]	characteristics[sex]	Material Type	characteristics[biological replicate]	comment[data file]	comment[file uri]	assay name	comment[fraction identifier]	comment[technical replicate]	technology type	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[collision energy]	Factor Value[Material Type]
PXD003492-Sample-291	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R1_F13-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R1_F13-1.raw	run 291	13	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-292	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R1_F13-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R1_F13-2.raw	run 292	13	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-293	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R1_F14-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R1_F14-1.raw	run 293	14	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-294	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R1_F14-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R1_F14-2.raw	run 294	14	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-295	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R1_F15-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R1_F15-1.raw	run 295	15	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-296	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R1_F15-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R1_F15-2.raw	run 296	15	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-297	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R1_FT-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R1_FT-1.raw	run 297	1	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-298	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R1_FT-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R1_FT-2.raw	run 298	2	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-299	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R2_F1-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R2_F1-1.raw	run 299	1	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-300	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R2_F1-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R2_F1-2.raw	run 300	1	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-301	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R2_F2-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R2_F2-1.raw	run 301	2	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-302	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R2_F2-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R2_F2-2.raw	run 302	2	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-303	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R2_F3-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R2_F3-1.raw	run 303	3	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-304	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R2_F3-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R2_F3-2.raw	run 304	3	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-305	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R2_F4-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R2_F4-1.raw	run 305	4	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-306	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R2_F4-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R2_F4-2.raw	run 306	4	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-307	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R2_F5-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R2_F5-1.raw	run 307	5	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-308	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R2_F5-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R2_F5-2.raw	run 308	5	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-309	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R2_F6-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R2_F6-1.raw	run 309	6	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-310	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R2_F6-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R2_F6-2.raw	run 310	6	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-311	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R2_F7-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R2_F7-1.raw	run 311	7	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-312	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R2_F7-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R2_F7-2.raw	run 312	7	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-313	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R2_F8-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R2_F8-1.raw	run 313	8	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-314	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R2_F8-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R2_F8-2.raw	run 314	8	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-315	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R2_F9-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R2_F9-1.raw	run 315	9	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-316	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R2_F9-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R2_F9-2.raw	run 316	9	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-317	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R2_F10-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R2_F10-1.raw	run 317	10	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-318	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R2_F10-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R2_F10-2.raw	run 318	10	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-319	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R2_F11-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R2_F11-1.raw	run 319	11	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-320	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R2_F11-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R2_F11-2.raw	run 320	11	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-321	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R2_F12-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R2_F12-1.raw	run 321	12	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
